category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0015453	0.0212368166474656	0.994929492518049	5	71	oxidoreduction-driven active transmembrane transporter activity	MF	1	1
GO:0042162	0.0213287147386241	0.995078430788457	5	37	telomeric DNA binding	MF	1	1
GO:1904528	0.0214023439979229	0.998846504442051	2	6	positive regulation of microtubule binding	BP	1	1
GO:0031967	0.021528119703375	0.984958831029323	58	1249	organelle envelope	CC	1	1
GO:0031975	0.021528119703375	0.984958831029323	58	1249	envelope	CC	1	1
GO:0034111	0.0215320047983903	0.997378001097246	3	14	negative regulation of homotypic cell-cell adhesion	BP	1	1
GO:0003948	0.0215470851017631	1	1	1	N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity	MF	1	1
GO:0006413	0.0215719376033568	0.991573875652015	10	123	translational initiation	BP	1	1
GO:0042776	0.0216222205107749	0.994828064274633	5	66	proton motive force-driven mitochondrial ATP synthesis	BP	1	1
GO:1901564	0.0217762999481453	0.982077241157705	267	6517	organonitrogen compound metabolic process	BP	1	1
GO:0090329	0.0220287496220478	0.993911638885566	6	57	regulation of DNA-templated DNA replication	BP	1	1
GO:0046332	0.0221444772245242	0.992460044650676	8	78	SMAD binding	MF	1	1
GO:0098796	0.0222951143787703	0.984341672609395	59	1310	membrane protein complex	CC	1	1
GO:0007004	0.0224512900843948	0.992987773840401	7	70	telomere maintenance via telomerase	BP	1	1
GO:0015277	0.0224651407782425	0.998854323118387	2	5	kainate selective glutamate receptor activity	MF	1	1
GO:0070383	0.0224743972296994	0.998603228058439	2	9	DNA cytosine deamination	BP	1	1
GO:0050699	0.0225750846870674	0.995743940977247	4	32	WW domain binding	MF	1	1
GO:0034641	0.0226816406672743	0.981304232439971	268	6952	cellular nitrogen compound metabolic process	BP	1	1
GO:0045794	0.0227499148208549	0.998831878576175	2	5	negative regulation of cell volume	BP	1	1
GO:0071897	0.0227868639613625	0.989389222733673	14	194	DNA biosynthetic process	BP	1	1
GO:0098787	0.0228372784476801	0.997123352414777	3	15	mRNA cleavage involved in mRNA processing	BP	1	1
GO:0090174	0.0230115630622952	0.990920408851109	10	122	organelle membrane fusion	BP	1	1
GO:0060978	0.0230332056769229	0.998809395650546	2	5	angiogenesis involved in coronary vascular morphogenesis	BP	1	1
GO:0014067	0.0231132617714475	0.996980544106274	3	19	negative regulation of phosphatidylinositol 3-kinase signaling	BP	1	1
GO:0072675	0.0231947495157162	0.998694631423471	2	6	osteoclast fusion	BP	1	1
GO:0016071	0.0233377086094516	0.984789402477687	40	746	mRNA metabolic process	BP	1	1
GO:0055029	0.0233422180201176	0.991294720873095	9	112	nuclear DNA-directed RNA polymerase complex	CC	1	1
GO:0033365	0.0234795944513135	0.984034751336413	49	915	protein localization to organelle	BP	1	1
GO:0030392	0.0240661912918227	1	1	1	fructosamine catabolic process	BP	1	1
GO:0106373	0.0240661912918227	1	1	1	3-deoxyglucosone dehydrogenase activity	MF	1	1
GO:0045176	0.0241135592765869	0.996898544324278	3	15	apical protein localization	BP	1	1
GO:0042059	0.0245146741330135	0.995328547965914	4	27	negative regulation of epidermal growth factor receptor signaling pathway	BP	1	1
GO:0006278	0.0245197375239271	0.992197521308115	7	71	RNA-templated DNA biosynthetic process	BP	1	1
GO:0047485	0.0245352007144028	0.990787639091412	9	106	protein N-terminus binding	MF	1	1
GO:0014062	0.0246997053952072	0.998484781601745	2	7	regulation of serotonin secretion	BP	1	1
GO:2000278	0.024998222565796	0.990003969461758	10	122	regulation of DNA biosynthetic process	BP	1	1
GO:0016805	0.0251254146082638	0.996657344392667	3	17	dipeptidase activity	MF	1	1
GO:0002866	0.0251576326436452	0.998383294175594	2	8	positive regulation of acute inflammatory response to antigenic stimulus	BP	1	1
GO:1905709	0.0252565001910507	0.996519028808988	3	23	negative regulation of membrane permeability	BP	1	1
GO:0004923	0.025329491206948	0.998505110720787	2	6	leukemia inhibitory factor receptor activity	MF	1	1
GO:0004924	0.025329491206948	0.998505110720787	2	6	oncostatin-M receptor activity	MF	1	1
GO:0090128	0.0254039927947576	0.996703601882264	3	14	regulation of synapse maturation	BP	1	1
GO:0048333	0.0256429410298958	0.994950903413886	4	34	mesodermal cell differentiation	BP	1	1
GO:1901658	0.0256804552063513	0.994930965613755	4	35	glycosyl compound catabolic process	BP	1	1
GO:0004364	0.0257149540495272	0.996405410469706	3	25	glutathione transferase activity	MF	1	1
GO:0001833	0.0257356592639018	0.996643797857971	3	14	inner cell mass cell proliferation	BP	1	1
GO:0019866	0.0260790459498649	0.984575620262013	26	558	organelle inner membrane	CC	1	1
GO:0033194	0.0260910306333899	0.996478149864564	3	17	response to hydroperoxide	BP	1	1
GO:0009119	0.026101105274204	0.994812300700177	4	36	ribonucleoside metabolic process	BP	1	1
GO:0030663	0.0261322353757653	0.996444641143625	3	18	COPI-coated vesicle membrane	CC	1	1
GO:0051302	0.0261433317341985	0.987982342098188	13	190	regulation of cell division	BP	1	1
GO:0019239	0.0261523206802167	0.994830606061914	4	33	deaminase activity	MF	1	1
GO:0060999	0.0262154026236726	0.993604928042812	5	38	positive regulation of dendritic spine development	BP	1	1
GO:2000678	0.0262527188555918	0.99637824264957	3	20	negative regulation of transcription regulatory region DNA binding	BP	1	1
GO:0002526	0.0264122512540777	0.990576548910612	8	114	acute inflammatory response	BP	1	1
GO:0042454	0.0265990411313681	0.996293055795415	3	21	ribonucleoside catabolic process	BP	1	1
GO:0017015	0.0266474293833176	0.98866568704767	11	147	regulation of transforming growth factor beta receptor signaling pathway	BP	1	1
GO:0021762	0.0267413946313935	0.993377342167219	5	44	substantia nigra development	BP	1	1
GO:0005791	0.0268446079482376	0.991253081599126	7	80	rough endoplasmic reticulum	CC	1	1
GO:0072014	0.0270204368506627	0.998260086061252	2	7	proximal tubule development	BP	1	1
GO:0090501	0.0272141810943626	0.988373134581778	11	154	RNA phosphodiester bond hydrolysis	BP	1	1
GO:0000428	0.0273776954588989	0.989494824610157	9	115	DNA-directed RNA polymerase complex	CC	1	1
GO:0043022	0.0274996240332973	0.991029035974698	7	73	ribosome binding	MF	1	1
GO:0033119	0.0277198376835654	0.99449552115702	4	28	negative regulation of RNA splicing	BP	1	1
GO:0006487	0.0277782260364615	0.990930379666315	7	71	protein N-linked glycosylation	BP	1	1
GO:0000164	0.0278753005415692	0.996111891351976	3	18	protein phosphatase type 1 complex	CC	1	1
GO:0004126	0.027884273970755	0.997953068626963	2	12	cytidine deaminase activity	MF	1	1
GO:0006216	0.027884273970755	0.997953068626963	2	12	cytidine catabolic process	BP	1	1
GO:0009972	0.027884273970755	0.997953068626963	2	12	cytidine deamination	BP	1	1
GO:0046087	0.027884273970755	0.997953068626963	2	12	cytidine metabolic process	BP	1	1
GO:0070411	0.028055604277344	0.996216892726034	3	14	I-SMAD binding	MF	1	1
GO:0002883	0.0280736172086591	0.998033697961195	2	9	regulation of hypersensitivity	BP	1	1
GO:0007418	0.0282480113473609	0.99823134508819	2	6	ventral midline development	BP	1	1
GO:0140693	0.0284353577331639	0.996032044087535	3	17	molecular condensate scaffold activity	MF	1	1
GO:0002112	0.0285811290537916	1	1	1	interleukin-33 receptor binding	MF	1	1
GO:0010185	0.0285811290537916	1	1	1	regulation of cellular defense response	BP	1	1
GO:0010186	0.0285811290537916	1	1	1	positive regulation of cellular defense response	BP	1	1
GO:0120042	0.0285811290537916	1	1	1	negative regulation of macrophage proliferation	BP	1	1
GO:0150140	0.0285811290537916	1	1	1	regulation of CD86 production	BP	1	1
GO:0150142	0.0285811290537916	1	1	1	positive regulation of CD86 production	BP	1	1
GO:0150143	0.0285811290537916	1	1	1	regulation of CD80 production	BP	1	1
GO:0150145	0.0285811290537916	1	1	1	positive regulation of CD80 production	BP	1	1
GO:1904724	0.0287290773931346	0.992661892877168	5	55	tertiary granule lumen	CC	1	1
GO:0006397	0.0288290755462832	0.982480186637646	28	503	mRNA processing	BP	1	1
GO:0008024	0.0290190631702121	0.998156268710801	2	6	cyclin/CDK positive transcription elongation factor complex	CC	1	1
GO:0038165	0.029085727344452	0.998050863669827	2	7	oncostatin-M-mediated signaling pathway	BP	1	1
GO:0000912	0.0292591973934878	0.998132656599173	2	6	assembly of actomyosin apparatus involved in cytokinesis	BP	1	1
GO:0000915	0.0292591973934878	0.998132656599173	2	6	actomyosin contractile ring assembly	BP	1	1
GO:0061684	0.0294184179291889	0.995874727361364	3	16	chaperone-mediated autophagy	BP	1	1
GO:0090101	0.0294258506168154	0.987270140136748	11	157	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	BP	1	1
GO:1903844	0.0294992514308212	0.987248222504176	11	150	regulation of cellular response to transforming growth factor beta stimulus	BP	1	1
GO:0034705	0.0295284313650012	0.989328475915363	8	89	potassium channel complex	CC	1	1
GO:0006378	0.029730841528141	0.992476024577578	5	40	mRNA polyadenylation	BP	1	1
GO:0004587	0.0300483076337263	1	1	1	ornithine-oxo-acid transaminase activity	MF	1	1
GO:0010121	0.0300483076337263	1	1	1	arginine catabolic process to proline via ornithine	BP	1	1
GO:0019493	0.0300483076337263	1	1	1	arginine catabolic process to proline	BP	1	1
GO:0019544	0.0300483076337263	1	1	1	arginine catabolic process to glutamate	BP	1	1
GO:0050155	0.0300483076337263	1	1	1	ornithine(lysine) transaminase activity	MF	1	1
GO:0048170	0.030155145211432	0.998043600633257	2	6	positive regulation of long-term neuronal synaptic plasticity	BP	1	1
GO:0015349	0.0301751174694021	0.997937079055571	2	7	thyroid hormone transmembrane transporter activity	MF	1	1
GO:0015934	0.0304891334566778	0.98968556968495	7	113	large ribosomal subunit	CC	1	1
GO:2001233	0.0305170328324854	0.982839639925624	21	374	regulation of apoptotic signaling pathway	BP	1	1
GO:1904357	0.0305665658656746	0.993743145408741	4	28	negative regulation of telomere maintenance via telomere lengthening	BP	1	1
GO:0008652	0.0306533246761249	0.989738549238766	7	79	cellular amino acid biosynthetic process	BP	1	1
GO:0005773	0.0307046655445782	0.979278020940615	43	837	vacuole	CC	1	1
GO:2001069	0.0307197055489914	0.997800841570555	2	8	glycogen binding	MF	1	1
GO:0021944	0.030866770577941	1	1	1	neuronal-glial interaction involved in hindbrain glial-mediated radial cell migration	BP	1	1
GO:0019614	0.0309283373433652	0.99771725732151	2	9	catechol-containing compound catabolic process	BP	1	1
GO:0042420	0.0309283373433652	0.99771725732151	2	9	dopamine catabolic process	BP	1	1
GO:0042424	0.0309283373433652	0.99771725732151	2	9	catecholamine catabolic process	BP	1	1
GO:0032196	0.0310861227101569	0.993518082156503	4	33	transposition	BP	1	1
GO:0017069	0.0312326069839491	0.991867627499343	5	52	snRNA binding	MF	1	1
GO:0042773	0.031424782840755	0.990376173233265	6	99	ATP synthesis coupled electron transport	BP	1	1
GO:0042775	0.031424782840755	0.990376173233265	6	99	mitochondrial ATP synthesis coupled electron transport	BP	1	1
GO:0034708	0.0314399097581601	0.988486737196706	8	92	methyltransferase complex	CC	1	1
GO:0022900	0.0314565509538925	0.986823469920318	10	173	electron transport chain	BP	1	1
GO:0018738	0.0315397957110601	1	1	1	S-formylglutathione hydrolase activity	MF	1	1
GO:0045777	0.0317824687732009	0.993286737700545	4	36	positive regulation of blood pressure	BP	1	1
GO:0019184	0.03186168417457	0.995289541814765	3	19	nonribosomal peptide biosynthetic process	BP	1	1
GO:0061691	0.0320909598644676	1	1	1	detoxification of hydrogen peroxide	BP	1	1
GO:0061692	0.0320909598644676	1	1	1	cellular detoxification of hydrogen peroxide	BP	1	1
GO:0062151	0.0320909598644676	1	1	1	catalase complex	CC	1	1
GO:1902423	0.0321460027254765	0.9976412873943	2	8	regulation of attachment of mitotic spindle microtubules to kinetochore	BP	1	1
GO:1902425	0.0321460027254765	0.9976412873943	2	8	positive regulation of attachment of mitotic spindle microtubules to kinetochore	BP	1	1
GO:0097435	0.0321906693214915	0.978209002191492	43	812	supramolecular fiber organization	BP	1	1
GO:0006767	0.0322824325236412	0.990226410528111	6	61	water-soluble vitamin metabolic process	BP	1	1
GO:0071840	0.0323190721484121	0.973045518391766	275	6574	cellular component organization or biogenesis	BP	1	1
GO:0019911	0.032444712937089	0.997542329174556	2	9	structural constituent of myelin sheath	MF	1	1
GO:0015141	0.0326832753764627	0.997580139760728	2	8	succinate transmembrane transporter activity	MF	1	1
GO:0015744	0.0326832753764627	0.997580139760728	2	8	succinate transport	BP	1	1
GO:0071422	0.0326832753764627	0.997580139760728	2	8	succinate transmembrane transport	BP	1	1
GO:1903170	0.0329879516893634	0.991247290398587	5	57	negative regulation of calcium ion transmembrane transport	BP	1	1
GO:0071532	0.033062541643225	0.997744367302008	2	6	ankyrin repeat binding	MF	1	1
GO:0042989	0.0330915936369944	0.997370786271254	2	11	sequestering of actin monomers	BP	1	1
GO:0030880	0.0331350564156986	0.98684083352471	9	118	RNA polymerase complex	CC	1	1
GO:0006370	0.0335520989400505	0.997569736472382	2	7	7-methylguanosine mRNA capping	BP	1	1
GO:2000489	0.0335686346770498	0.997567884292234	2	7	regulation of hepatic stellate cell activation	BP	1	1
GO:0008456	0.0336235370629693	1	1	1	alpha-N-acetylgalactosaminidase activity	MF	1	1
GO:0032074	0.0338047866387243	0.99754137667384	2	7	negative regulation of nuclease activity	BP	1	1
GO:0003697	0.0338747359959928	0.985754437017679	10	124	single-stranded DNA binding	MF	1	1
GO:0030234	0.0339204589001165	0.975469578516299	61	1249	enzyme regulator activity	MF	1	1
GO:0003727	0.0341705464948508	0.98730041542096	8	89	single-stranded RNA binding	MF	1	1
GO:0045494	0.0342170714307829	0.990944068136448	5	45	photoreceptor cell maintenance	BP	1	1
GO:0098588	0.0342658615942414	0.973460844960448	101	2125	bounding membrane of organelle	CC	1	1
GO:1990948	0.0343162139774841	0.997390830815666	2	8	ubiquitin ligase inhibitor activity	MF	1	1
GO:1990713	0.0345297579233192	1	1	1	survivin complex	CC	1	1
GO:0044788	0.0345463940707004	0.990821780711594	5	46	modulation by host of viral process	BP	1	1
GO:0032465	0.0346489084022841	0.987057730283491	8	95	regulation of cytokinesis	BP	1	1
GO:0097708	0.0346838988627696	0.972786787248255	113	2485	intracellular vesicle	CC	1	1
GO:0033293	0.0348486933076544	0.989135568999448	6	81	monocarboxylic acid binding	MF	1	1
GO:1901028	0.0349075230815051	0.994491914848293	3	26	regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	BP	1	1
GO:0006281	0.0349609405223019	0.977512199600795	33	582	DNA repair	BP	1	1
GO:0035861	0.0350402353755027	0.987948230677938	7	77	site of double-strand break	CC	1	1
GO:0071670	0.0351957121059744	0.997213200652434	2	9	smooth muscle cell chemotaxis	BP	1	1
GO:0106300	0.0352017062672661	0.997382444502958	2	7	protein-DNA covalent cross-linking repair	BP	1	1
GO:0031289	0.0352291605205162	1	1	1	actin phosphorylation	BP	1	1
GO:0043538	0.0352291605205162	1	1	1	regulation of actin phosphorylation	BP	1	1
GO:0036260	0.035234073359247	0.994551795524064	3	20	RNA capping	BP	1	1
GO:0050769	0.0352645607233328	0.981675331195026	16	232	positive regulation of neurogenesis	BP	1	1
GO:0150073	0.0353122696036107	0.999683103049763	1	2	regulation of protein-glutamine gamma-glutamyltransferase activity	BP	1	1
GO:0150074	0.0353122696036107	0.999683103049763	1	2	positive regulation of protein-glutamine gamma-glutamyltransferase activity	BP	1	1
GO:0009070	0.0353722572894613	0.994494444999526	3	21	serine family amino acid biosynthetic process	BP	1	1
GO:0043631	0.0355920522128824	0.990520780499557	5	42	RNA polyadenylation	BP	1	1
GO:0015986	0.0356958774250816	0.9902251692881	5	75	proton motive force-driven ATP synthesis	BP	1	1
GO:1901185	0.0361150586703936	0.992144637576247	4	31	negative regulation of ERBB signaling pathway	BP	1	1
GO:0070557	0.0361247374012483	0.999668214226718	1	2	PCNA-p21 complex	CC	1	1
GO:0045022	0.0362611746175745	0.990309374226402	5	41	early endosome to late endosome transport	BP	1	1
GO:0160023	0.0367175801216521	0.999657130367295	1	2	sneeze reflex	BP	1	1
GO:0061825	0.0367394374407794	1	1	1	podosome core	CC	1	1
GO:0005684	0.036782611085648	0.987140374650106	7	91	U2-type spliceosomal complex	CC	1	1
GO:0006837	0.0368960842744627	0.994223274060928	3	19	serotonin transport	BP	1	1
GO:2000434	0.0369139471983253	0.994219378284898	3	19	regulation of protein neddylation	BP	1	1
GO:0008318	0.0370797346775493	0.997163100943721	2	7	protein prenyltransferase activity	MF	1	1
GO:0098984	0.0372587163085173	0.978072006914453	23	352	neuron to neuron synapse	CC	1	1
GO:0009987	0.0374602873677262	0.971600265095779	615	17073	cellular process	BP	1	1
GO:0072674	0.0376596175462506	0.996987290773774	2	8	multinuclear osteoclast differentiation	BP	1	1
GO:0005127	0.0377533665845477	0.99689392132591	2	9	ciliary neurotrophic factor receptor binding	MF	1	1
GO:0031466	0.0379492437309605	0.996951344058619	2	8	Cul5-RING ubiquitin ligase complex	CC	1	1
GO:0042176	0.0381647536501509	0.977745929146588	22	362	regulation of protein catabolic process	BP	1	1
GO:0000123	0.0386078947087574	0.985295189675379	8	91	histone acetyltransferase complex	CC	1	1
GO:0048857	0.0386283877454311	0.987766499353854	6	65	neural nucleus development	BP	1	1
